customer_id,gender,age,under_30,senior_citizen,married,dependents,number_of_dependents,country,state,city,zip_code,latitude,longitude,population,quarter,referred_a_friend,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_score,customer_status,churn_label,churn_score,cltv,churn_category,churn_reason
3500-RMZLT,Female,76,False,True,False,False,0,United States,California,Fresno,93702,36.739385,-119.753649,47999,Q3,False,0,15,None,True,19.11,False,True,Fiber Optic,8,True,False,True,True,False,True,False,False,Month-to-Month,True,Credit Card,96.3,1426.75,0.0,150,286.65,1863.4,1,Churned,True,72,2933,Attitude,Attitude of support person
2642-DTVCO,Male,68,False,True,False,False,0,United States,California,Chualar,93925,36.596271,-121.442274,1140,Q3,False,0,9,Offer E,True,12.18,True,True,Fiber Optic,6,False,False,False,False,False,True,False,False,Month-to-Month,True,Bank Withdrawal,85.05,746.5,0.0,30,109.62,886.12,3,Churned,True,74,5095,Attitude,Attitude of service provider
1363-TXLSL,Male,80,False,True,True,False,0,United States,California,San Lucas,93954,36.125529,-120.864443,521,Q3,False,0,1,Offer E,True,39.1,False,True,Fiber Optic,27,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,70.3,70.3,0.0,0,39.1,109.4,1,Churned,True,91,4962,Competitor,Competitor had better devices
7136-RVDTZ,Male,79,False,True,False,False,0,United States,California,Portola Valley,94028,37.369709,-122.215844,6601,Q3,False,0,70,None,False,0.0,False,True,DSL,20,False,False,False,False,True,True,False,True,One Year,True,Bank Withdrawal,45.25,3264.45,0.0,0,0.0,3264.45,2,Churned,True,90,5824,Attitude,Attitude of service provider
6927-WTFIV,Male,78,False,True,False,False,0,United States,California,Redwood City,94061,37.461251,-122.235414,35737,Q3,False,0,20,Offer D,True,5.71,False,True,Fiber Optic,22,False,False,False,False,False,False,False,True,Month-to-Month,False,Credit Card,71.3,1389.2,0.0,0,114.2,1503.4,2,Churned,True,91,3684,Attitude,Attitude of service provider
3398-ZOUAA,Male,76,False,True,True,False,0,United States,California,Redwood City,94063,37.499411,-122.196318,32368,Q3,True,1,21,Offer D,True,19.74,False,True,Fiber Optic,18,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,69.1,1474.75,0.0,0,414.53999999999996,1889.29,2,Churned,True,67,3853,Attitude,Attitude of support person
4844-JJWUY,Female,65,False,True,False,False,0,United States,California,San Francisco,94121,37.776718,-122.495781,42476,Q3,False,0,1,Offer E,True,28.82,False,True,Fiber Optic,22,False,True,False,False,False,True,True,True,Month-to-Month,True,Bank Withdrawal,86.0,86.0,0.0,0,28.82,114.82,1,Churned,True,82,5359,Competitor,Competitor made better offer
4785-QRJHC,Male,80,False,True,True,False,0,United States,California,San Francisco,94132,37.722302,-122.491129,26297,Q3,True,1,46,None,False,0.0,False,True,DSL,15,False,True,True,True,True,True,False,False,One Year,True,Bank Withdrawal,59.9,2816.65,0.0,150,0.0,2966.65,3,Churned,True,80,4011,Competitor,Competitor offered higher download speeds
1965-AKTSX,Female,65,False,True,False,False,0,United States,California,Byron,94514,37.83323,-121.601461,10153,Q3,False,0,14,Offer D,True,16.36,True,True,Fiber Optic,6,False,True,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,78.95,1101.85,0.0,0,229.04,1330.8899999999999,1,Churned,True,88,5203,Competitor,Competitor made better offer
7248-VZQLC,Female,78,False,True,False,False,0,United States,California,Concord,94521,37.971421,-121.971504,39888,Q3,False,0,47,None,True,16.83,True,True,Fiber Optic,12,False,True,True,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,85.2,3969.35,0.0,0,791.0099999999999,4760.36,1,Churned,True,72,4661,Price,Price too high
0011-IGKFF,Male,78,False,True,True,False,0,United States,California,Martinez,94553,38.014457,-122.115432,46677,Q3,True,1,13,Offer D,True,27.82,False,True,Fiber Optic,4,False,True,True,False,True,True,False,True,Month-to-Month,True,Bank Withdrawal,98.0,1237.85,0.0,0,361.66,1599.51,1,Churned,True,91,3714,Dissatisfaction,Product dissatisfaction
6496-SLWHQ,Male,68,False,True,False,False,0,United States,California,Moraga,94556,37.827946,-122.107185,16510,Q3,False,0,3,Offer E,True,35.43,True,True,Fiber Optic,18,False,True,True,False,True,True,False,True,Month-to-Month,True,Bank Withdrawal,105.0,294.45,0.0,0,106.28999999999999,400.74,3,Churned,True,87,5960,Attitude,Attitude of support person
9912-GVSEQ,Female,73,False,True,True,False,0,United States,California,Napa,94558,38.489789,-122.27011,63947,Q3,True,1,26,Offer C,True,9.28,True,True,Fiber Optic,26,False,True,True,False,False,True,False,True,Month-to-Month,True,Bank Withdrawal,93.85,2381.55,0.0,0,241.27999999999997,2622.83,2,Churned,True,86,2591,Dissatisfaction,Network reliability
5383-MMTWC,Female,75,False,True,True,False,0,United States,California,Oakley,94561,37.999406,-121.686241,27607,Q3,True,1,8,None,True,46.05,True,True,Fiber Optic,22,False,False,False,False,False,True,False,True,Month-to-Month,True,Bank Withdrawal,84.0,613.4,0.0,0,368.4,981.8,3,Churned,True,91,4819,Dissatisfaction,Limited range of services
6877-LGWXO,Male,66,False,True,True,False,0,United States,California,Pleasanton,94588,37.685052,-121.912061,28568,Q3,True,1,18,Offer D,True,4.98,False,True,Fiber Optic,18,False,False,False,False,False,True,False,True,Month-to-Month,False,Bank Withdrawal,78.55,1422.65,0.0,0,89.64000000000001,1512.2900000000002,3,Churned,True,84,3521,Attitude,Attitude of support person
5167-GBFRE,Male,73,False,True,False,False,0,United States,California,Oakland,94602,37.803883,-122.208417,28900,Q3,False,0,4,Offer E,False,0.0,False,True,DSL,19,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,25.2,102.5,0.0,0,0.0,102.5,3,Churned,True,72,4694,Other,Poor expertise of online support
1324-NLTJE,Female,73,False,True,False,False,0,United States,California,Emeryville,94608,37.83726,-122.287648,24589,Q3,False,0,15,Offer D,True,17.19,True,True,DSL,19,False,False,False,True,False,False,False,True,Month-to-Month,False,Credit Card,55.0,757.1,0.0,0,257.85,1014.95,1,Churned,True,94,3167,Other,Don't know
5567-WSELE,Male,70,False,True,True,False,0,United States,California,Richmond,94801,37.945288,-122.383941,28450,Q3,True,1,3,Offer E,True,32.31,True,True,Fiber Optic,27,False,False,False,False,True,True,False,True,Month-to-Month,True,Bank Withdrawal,94.6,279.55,0.0,0,96.93,376.48,1,Churned,True,87,3019,Competitor,Competitor had better devices
6646-VRFOL,Male,74,False,True,True,False,0,United States,California,Larkspur,94939,37.937082,-122.532369,6773,Q3,True,1,53,None,True,39.36,True,True,Fiber Optic,23,False,True,True,False,True,True,False,True,Month-to-Month,True,Bank Withdrawal,103.85,5485.5,0.0,0,2086.08,7571.58,1,Churned,True,87,5860,Competitor,Competitor had better devices
9090-SGQXL,Male,70,False,True,True,False,0,United States,California,Ben Lomond,95005,37.078873,-122.090386,6407,Q3,True,1,68,None,True,47.17,True,True,Fiber Optic,29,False,True,True,False,True,True,False,True,Month-to-Month,True,Bank Withdrawal,105.3,7299.65,0.0,0,3207.56,10507.21,3,Churned,True,79,6284,Competitor,Competitor offered more data
6595-YGXIT,Male,71,False,True,False,False,0,United States,California,Boulder Creek,95006,37.171727,-122.142961,10520,Q3,False,0,25,Offer C,True,47.66,True,True,Fiber Optic,23,False,True,False,False,True,False,False,True,Month-to-Month,True,Bank Withdrawal,88.95,2291.2,0.0,0,1191.5,3482.7,2,Churned,True,91,3878,Competitor,Competitor made better offer
9835-ZIITK,Male,66,False,True,True,False,0,United States,California,Campbell,95008,37.279689,-121.954567,44976,Q3,True,1,66,None,True,48.87,True,True,Fiber Optic,13,False,True,True,True,True,True,False,True,One Year,True,Bank Withdrawal,110.85,7491.75,0.0,0,3225.4199999999996,10717.17,1,Churned,True,74,4281,Competitor,Competitor made better offer
5649-TJHOV,Male,68,False,True,True,False,0,United States,California,Davenport,95017,37.114335,-122.237162,857,Q3,True,1,27,Offer C,False,0.0,False,True,DSL,25,False,False,False,False,False,True,False,False,Month-to-Month,False,Bank Withdrawal,36.5,1032.0,0.0,30,0.0,1062.0,1,Churned,True,93,4564,Dissatisfaction,Product dissatisfaction
9253-QXKBE,Male,73,False,True,True,False,0,United States,California,Morgan Hill,95037,37.161544,-121.649371,41707,Q3,True,1,29,None,True,6.25,True,True,Fiber Optic,21,False,False,False,False,True,True,False,True,Month-to-Month,True,Bank Withdrawal,94.45,2653.65,0.0,0,181.25,2834.9,1,Churned,True,71,2233,Competitor,Competitor had better devices
8775-LHDJH,Female,77,False,True,True,False,0,United States,California,San Jose,95136,37.270938,-121.851046,36944,Q3,True,1,1,Offer E,True,13.02,True,True,Fiber Optic,30,False,True,False,False,True,False,False,True,Month-to-Month,True,Bank Withdrawal,90.6,90.6,0.0,0,13.02,103.61999999999999,2,Churned,True,93,2905,Other,Don't know
3097-NQYSN,Male,73,False,True,True,False,0,United States,California,San Jose,95139,37.218705,-121.762429,7023,Q3,True,3,2,None,True,4.19,True,True,Fiber Optic,11,False,False,False,False,True,False,False,False,Month-to-Month,True,Credit Card,86.85,156.35,0.0,40,8.38,204.73,1,Churned,True,78,5204,Competitor,Competitor had better devices
3565-UNOCC,Female,65,False,True,True,False,0,United States,California,Stockton,95209,38.044523,-121.348048,30814,Q3,True,1,29,None,True,22.33,True,True,Fiber Optic,6,False,False,True,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,99.05,2952.85,0.0,0,647.5699999999999,3600.42,1,Churned,True,82,3179,Competitor,Competitor offered higher download speeds
9190-MFJLN,Male,65,False,True,False,False,0,United States,California,Vallecito,95251,38.055562,-120.456298,460,Q3,False,0,19,Offer D,True,32.77,False,True,Fiber Optic,4,False,False,True,False,True,True,True,True,Month-to-Month,True,Credit Card,95.9,1777.9,0.0,0,622.6300000000001,2400.53,1,Churned,True,68,2851,Competitor,Competitor had better devices
1095-JUDTC,Female,78,False,True,False,False,0,United States,California,Woodbridge,95258,38.169605,-121.310964,4176,Q3,False,0,47,None,True,14.22,True,True,Fiber Optic,11,False,True,False,True,True,False,False,True,Month-to-Month,True,Bank Withdrawal,95.05,4504.55,0.0,0,668.34,5172.89,2,Churned,True,65,5214,Competitor,Competitor offered higher download speeds
5385-SUIRI,Male,69,False,True,True,False,0,United States,California,Delhi,95315,37.422961,-120.765493,10159,Q3,False,0,52,None,True,37.6,True,True,Fiber Optic,23,True,False,True,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,104.2,5568.35,0.0,0,1955.2,7523.55,1,Churned,True,68,5648,Competitor,Competitor offered higher download speeds
6328-ZPBGN,Female,67,False,True,False,False,0,United States,California,Riverbank,95367,37.734971,-120.954271,16525,Q3,False,0,11,None,True,3.62,True,True,Fiber Optic,22,False,False,False,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,95.15,997.65,0.0,0,39.82,1037.47,2,Churned,True,71,4074,Price,Extra data charges
2856-NNASM,Male,74,False,True,False,False,0,United States,California,Santa Rosa,95407,38.394091,-122.739814,30876,Q3,False,0,43,None,True,39.12,False,True,Fiber Optic,6,False,False,False,False,True,True,True,True,Month-to-Month,True,Mailed Check,89.55,3856.75,0.0,0,1682.1599999999999,5538.91,1,Churned,True,73,3802,Dissatisfaction,Network reliability
6769-DYBQN,Male,77,False,True,False,False,0,United States,California,Clearlake,95422,38.965804,-122.631779,13485,Q3,False,0,46,None,True,36.78,False,True,Fiber Optic,29,True,False,False,False,False,True,True,True,Month-to-Month,False,Bank Withdrawal,85.0,3969.4,0.0,0,1691.88,5661.280000000001,1,Churned,True,71,2097,Attitude,Attitude of support person
2446-BEGGB,Female,79,False,True,False,False,0,United States,California,Lakewood,90712,33.840524,-118.148403,30173,Q3,False,0,6,None,True,47.35,True,True,Fiber Optic,29,False,True,False,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,98.25,560.6,0.0,0,284.1,844.7,3,Churned,True,83,3330,Attitude,Attitude of support person
1496-GGSUK,Female,68,False,True,False,False,0,United States,California,Fulton,95439,38.493888,-122.777141,476,Q3,False,0,1,None,False,0.0,False,True,Cable,9,False,False,False,False,False,False,False,True,Month-to-Month,True,Mailed Check,25.7,25.7,0.0,0,0.0,25.7,1,Churned,True,83,4095,Attitude,Attitude of service provider
3296-SILRA,Female,76,False,True,True,False,0,United States,California,Lakeport,95453,39.080469,-122.955176,11180,Q3,True,6,1,None,True,41.16,False,True,Fiber Optic,6,False,True,False,False,False,False,False,True,Month-to-Month,True,Mailed Check,76.4,76.4,0.0,0,41.16,117.56,2,Churned,True,89,2426,Attitude,Attitude of support person
5180-UCIIQ,Male,80,False,True,True,True,2,United States,California,Lucerne,95458,39.141934,-122.770679,3002,Q3,True,5,22,None,False,0.0,False,True,Cable,18,True,False,False,False,False,True,False,True,Month-to-Month,False,Mailed Check,40.05,880.2,0.0,0,0.0,880.2,1,Churned,True,75,2061,Other,Moved
1977-STDKI,Female,72,False,True,False,False,0,United States,California,The Sea Ranch,95497,38.696659,-123.436861,752,Q3,False,0,1,None,True,20.55,False,True,Fiber Optic,5,False,True,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,73.0,73.0,0.0,0,20.55,93.55,1,Churned,True,76,4116,Competitor,Competitor offered more data
5813-UECBU,Male,78,False,True,False,False,0,United States,California,Bridgeville,95526,40.372532,-123.525626,695,Q3,False,0,33,None,True,38.53,True,True,Fiber Optic,2,False,True,True,False,False,False,False,True,Month-to-Month,True,Credit Card,83.85,2716.3,0.0,0,1271.49,3987.79,2,Churned,True,79,2583,Competitor,Competitor made better offer
4342-HENTK,Female,67,False,True,False,False,0,United States,California,Garberville,95542,40.057784,-123.679461,2423,Q3,False,0,2,None,True,12.52,False,True,Fiber Optic,25,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,70.65,142.35,0.0,0,25.04,167.39,1,Churned,True,74,2189,Competitor,Competitor had better devices
1597-LHYNC,Female,74,False,True,False,False,0,United States,California,Auburn,95602,38.99003,-121.114408,18197,Q3,False,0,26,None,True,47.63,True,True,Fiber Optic,26,True,True,False,False,False,True,False,False,Month-to-Month,True,Bank Withdrawal,95.0,2497.2,0.0,60,1238.38,3795.58,1,Churned,True,90,4232,Price,Price too high
8651-ENBZX,Female,68,False,True,False,False,0,United States,California,Grizzly Flats,95636,38.636102,-120.522149,659,Q3,False,0,60,None,True,34.39,True,True,Fiber Optic,17,False,False,True,True,True,True,False,False,One Year,True,Bank Withdrawal,106.0,6441.4,0.0,110,2063.4,8614.8,3,Churned,True,78,5507,Price,Long distance charges
9286-DOJGF,Female,66,False,True,True,False,0,United States,California,Lotus,95651,38.815515,-120.916997,485,Q3,True,5,38,None,True,15.78,True,True,Fiber Optic,30,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,74.95,2869.85,0.0,0,599.64,3469.49,1,Churned,True,82,5165,Dissatisfaction,Product dissatisfaction
9661-MHUMO,Male,71,False,True,True,True,1,United States,California,Mather,95655,38.549822,-121.266725,929,Q3,True,3,1,None,True,8.38,False,True,DSL,19,False,False,False,True,False,False,False,True,Month-to-Month,True,Credit Card,49.25,49.25,0.0,0,8.38,57.63,3,Churned,True,84,4478,Dissatisfaction,Service dissatisfaction
8884-ADFVN,Male,65,False,True,True,False,0,United States,California,Roseville,95678,38.759751,-121.288545,30614,Q3,True,2,7,None,True,34.66,True,True,Fiber Optic,3,False,False,True,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,101.95,700.85,0.0,0,242.61999999999998,943.47,1,Churned,True,74,2016,Other,Don't know
2720-WGKHP,Male,65,False,True,False,False,0,United States,California,Sloughhouse,95683,38.470423,-121.114897,4731,Q3,False,0,2,Offer E,True,20.99,True,True,Fiber Optic,22,False,False,False,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,94.0,181.7,0.0,0,41.98,223.67999999999998,1,Churned,True,93,5569,Other,Don't know
9776-CLUJA,Female,69,False,True,True,False,0,United States,California,Sacramento,95829,38.486502,-121.334051,11396,Q3,True,1,51,None,True,17.87,True,True,Fiber Optic,9,True,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,77.5,3807.35,0.0,0,911.37,4718.72,1,Churned,True,96,5748,Competitor,Competitor offered more data
3551-HUAZH,Male,68,False,True,False,False,0,United States,California,Brownsville,95919,39.440687,-121.263583,1237,Q3,False,0,1,Offer E,True,11.08,True,True,Fiber Optic,12,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,74.4,74.4,0.0,0,11.08,85.48,2,Churned,True,89,3429,Price,Price too high
8634-MPHTR,Male,68,False,True,True,False,0,United States,California,Forbestown,95941,39.531028,-121.24807,452,Q3,True,1,47,None,True,8.97,True,True,Fiber Optic,19,False,False,True,False,True,True,False,True,Month-to-Month,True,Bank Withdrawal,100.05,4871.05,0.0,0,421.59000000000003,5292.64,1,Churned,True,91,5166,Attitude,Attitude of support person
2474-BRUCM,Male,76,False,True,True,False,0,United States,California,Redding,96002,40.527834,-122.318749,30338,Q3,True,1,40,None,True,2.85,True,True,Fiber Optic,3,True,False,False,False,True,True,False,True,Month-to-Month,False,Bank Withdrawal,101.85,4086.3,0.0,0,114.0,4200.3,1,Churned,True,84,2837,Other,Don't know
0616-ATFGB,Male,74,False,True,True,False,0,United States,California,Shasta Lake,96019,40.692523,-122.369876,6277,Q3,True,1,1,Offer E,False,0.0,False,True,Cable,18,False,False,False,False,False,False,False,True,Month-to-Month,False,Bank Withdrawal,25.05,25.05,0.0,0,0.0,25.05,1,Churned,True,95,2119,Competitor,Competitor had better devices
7235-NXZCP,Male,79,False,True,False,False,0,United States,California,Hornbrook,96044,41.962127,-122.527696,1026,Q3,False,0,2,Offer E,True,45.41,True,True,Fiber Optic,18,False,False,False,False,False,False,False,True,Month-to-Month,True,Mailed Check,74.85,156.4,0.0,0,90.82,247.22,2,Churned,True,84,5378,Competitor,Competitor made better offer
6661-HBGWL,Female,69,False,True,False,False,0,United States,California,Mineral,96063,40.408796,-121.579609,124,Q3,False,0,42,None,True,16.22,True,True,Fiber Optic,12,False,True,True,False,True,True,False,True,Month-to-Month,True,Bank Withdrawal,104.75,4323.45,0.0,0,681.24,5004.69,1,Churned,True,79,2984,Dissatisfaction,Network reliability
9317-WZPGV,Female,74,False,True,False,False,0,United States,California,Paskenta,96074,39.884395,-122.587513,263,Q3,False,0,2,Offer E,True,39.63,False,True,Fiber Optic,23,False,False,False,False,False,True,False,False,Month-to-Month,True,Bank Withdrawal,79.75,159.4,0.0,10,79.26,248.66000000000003,3,Churned,True,77,4038,Price,Extra data charges
3621-CEOVK,Female,71,False,True,True,False,0,United States,California,Trinity Center,96091,41.081847,-122.700545,734,Q3,True,1,14,None,True,47.01,True,True,Fiber Optic,19,False,True,False,False,True,True,False,True,Month-to-Month,True,Bank Withdrawal,100.2,1369.8,0.0,0,658.14,2027.94,1,Churned,True,90,3369,Dissatisfaction,Service dissatisfaction
7632-MNYOY,Male,69,False,True,False,False,0,United States,California,Tahoe Vista,96148,39.24124,-120.054765,678,Q3,False,0,66,None,True,9.9,True,True,Fiber Optic,25,False,True,True,True,True,True,False,True,One Year,False,Credit Card,110.9,7432.05,0.0,0,653.4,8085.45,3,Churned,True,93,4389,Attitude,Attitude of service provider
9248-OJYKK,Male,74,False,True,False,False,0,United States,California,San Diego,92121,32.898613,-117.202937,4258,Q3,False,0,1,None,True,3.84,True,True,Fiber Optic,13,False,False,False,False,False,False,False,False,Month-to-Month,True,Bank Withdrawal,76.45,76.45,0.0,10,3.84,90.29,3,Churned,True,95,3763,Competitor,Competitor made better offer
3398-FSHON,Female,79,False,True,False,False,0,United States,California,San Diego,92121,32.898613,-117.202937,4258,Q3,False,0,12,None,True,34.01,True,True,Fiber Optic,18,False,True,False,False,True,False,False,True,Month-to-Month,True,Bank Withdrawal,91.3,1094.5,0.0,0,408.12,1502.62,2,Churned,True,94,4703,Competitor,Competitor made better offer
3319-DWOEP,Male,69,False,True,True,False,0,United States,California,San Diego,92121,32.898613,-117.202937,4258,Q3,False,0,6,Offer E,True,47.9,False,True,Fiber Optic,6,False,False,True,False,True,True,False,True,Month-to-Month,True,Bank Withdrawal,95.75,573.75,0.0,0,287.4,861.15,3,Churned,True,90,5750,Competitor,Competitor made better offer
0818-OCPZO,Male,80,False,True,False,False,0,United States,California,Los Angeles,90059,33.927254,-118.249826,38128,Q3,False,0,27,None,True,42.91,True,True,Fiber Optic,5,False,True,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,81.45,2122.05,0.0,0,1158.57,3280.62,3,Churned,True,83,2571,Competitor,Competitor offered more data
1389-CXMLU,Male,65,False,True,False,False,0,United States,California,Downey,90242,33.921793,-118.140588,42459,Q3,False,0,3,Offer E,True,26.32,True,True,Fiber Optic,8,False,False,True,False,True,False,False,True,Month-to-Month,False,Bank Withdrawal,91.05,289.1,0.0,0,78.96000000000001,368.06000000000006,2,Churned,True,91,2194,Competitor,Competitor made better offer
5561-NWEVX,Female,78,False,True,True,False,0,United States,California,Hermosa Beach,90254,33.86532,-118.396336,18693,Q3,True,1,2,Offer E,True,17.73,True,True,Fiber Optic,18,False,False,True,False,False,False,False,True,Month-to-Month,False,Bank Withdrawal,79.2,172.85,0.0,0,35.46,208.31,3,Churned,True,67,4225,Price,Price too high
2272-QAGFO,Female,75,False,True,False,False,0,United States,California,Inglewood,90304,33.936827,-118.359824,28680,Q3,False,0,14,None,True,35.07,True,True,Fiber Optic,10,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,74.3,1096.25,0.0,0,490.98,1587.23,3,Churned,True,71,5342,Dissatisfaction,Service dissatisfaction
3768-NLUBH,Male,73,False,True,True,False,0,United States,California,Torrance,90503,33.840399,-118.353714,41979,Q3,True,1,57,Offer B,True,42.1,True,True,Fiber Optic,3,False,False,True,False,True,True,False,True,Month-to-Month,False,Bank Withdrawal,100.6,5746.15,0.0,0,2399.7000000000003,8145.85,1,Churned,True,74,5247,Dissatisfaction,Network reliability
7359-SSBJK,Female,80,False,True,False,False,0,United States,California,Whittier,90605,33.960891,-118.032222,38181,Q3,False,0,64,Offer B,True,29.12,False,True,DSL,24,True,True,False,True,True,False,False,True,Two Year,True,Credit Card,70.2,4481.0,0.0,0,1863.68,6344.68,1,Churned,True,89,6080,Price,Lack of affordable download/upload speed
0685-MLYYM,Female,74,False,True,False,False,0,United States,California,Buena Park,90620,33.845706,-118.012204,44442,Q3,False,0,2,Offer E,True,9.86,False,True,Fiber Optic,21,False,False,False,False,False,False,False,True,Month-to-Month,False,Bank Withdrawal,70.75,154.85,0.0,0,19.72,174.57,2,Churned,True,96,4407,Price,Long distance charges
7957-RYHQD,Female,65,False,True,False,False,0,United States,California,Bellflower,90706,33.887676,-118.127289,72893,Q3,False,0,40,Offer B,True,44.86,False,True,Fiber Optic,4,True,True,False,False,False,False,False,True,Month-to-Month,True,Credit Card,79.2,3233.85,0.0,0,1794.4,5028.25,1,Churned,True,94,3207,Price,Price too high
6230-BSUXY,Female,71,False,True,False,False,0,United States,California,Paramount,90723,33.897122,-118.164432,55306,Q3,False,0,1,None,True,42.5,False,True,Fiber Optic,8,False,False,True,False,False,True,False,True,Month-to-Month,True,Bank Withdrawal,85.0,85.0,0.0,0,42.5,127.5,2,Churned,True,93,2650,Dissatisfaction,Network reliability
3990-QYKBE,Male,74,False,True,True,False,0,United States,California,La Canada Flintridge,91011,34.234912,-118.153729,20200,Q3,True,3,37,None,True,49.37,True,True,Fiber Optic,4,False,False,False,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,92.5,3473.4,0.0,0,1826.6899999999998,5300.09,1,Churned,True,95,4127,Competitor,Competitor had better devices
9274-CNFMO,Male,76,False,True,True,False,0,United States,California,Pacoima,91331,34.255442,-118.421314,97318,Q3,True,1,4,None,True,28.11,True,True,Fiber Optic,27,False,False,False,False,False,False,False,True,Month-to-Month,False,Bank Withdrawal,74.95,308.7,0.0,0,112.44,421.14,2,Churned,True,69,3716,Competitor,Competitor offered more data
3005-NFMTA,Male,73,False,True,False,False,0,United States,California,Valencia,91354,34.457005,-118.573726,17846,Q3,False,0,55,Offer B,True,8.93,True,True,Fiber Optic,21,True,False,False,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,98.8,5617.75,0.0,0,491.15,6108.9,2,Churned,True,69,5543,Price,Price too high
5389-FFVKB,Male,71,False,True,True,False,0,United States,California,Thousand Oaks,91360,34.214054,-118.88109,42526,Q3,True,1,32,None,True,2.08,False,True,Fiber Optic,25,False,False,False,False,False,True,True,True,Month-to-Month,True,Credit Card,80.3,2483.05,0.0,0,66.56,2549.61,1,Churned,True,94,5365,Dissatisfaction,Service dissatisfaction
8444-WRIDW,Female,72,False,True,False,False,0,United States,California,Thousand Oaks,91362,34.191842,-118.822796,33057,Q3,False,0,66,None,True,45.59,True,True,Fiber Optic,24,False,True,False,False,False,False,False,False,Month-to-Month,True,Credit Card,80.45,5224.35,0.0,140,3008.94,8373.29,2,Churned,True,79,5011,Attitude,Attitude of support person
5868-YWPDW,Male,76,False,True,True,False,0,United States,California,Sherman Oaks,91423,34.146957,-118.432138,29387,Q3,True,1,6,None,True,40.44,False,True,Fiber Optic,25,False,True,False,False,False,True,False,True,Month-to-Month,True,Bank Withdrawal,84.2,519.15,0.0,0,242.64,761.79,2,Churned,True,72,5834,Dissatisfaction,Limited range of services
1273-MTETI,Female,69,False,True,False,False,0,United States,California,Rancho Cucamonga,91737,34.245289,-117.642503,23079,Q3,False,0,4,None,True,12.86,True,True,Fiber Optic,4,False,False,True,False,False,True,False,True,Month-to-Month,True,Bank Withdrawal,88.85,372.45,0.0,0,51.44,423.89,3,Churned,True,74,2754,Other,Don't know
5480-HPRRX,Female,80,False,True,False,False,0,United States,California,Glendora,91740,34.119363,-117.855059,25135,Q3,False,0,3,None,False,0.0,False,True,DSL,30,False,False,False,False,False,False,False,True,Month-to-Month,False,Bank Withdrawal,25.3,77.75,0.0,0,0.0,77.75,3,Churned,True,74,3542,Attitude,Attitude of support person
7234-FECYN,Female,78,False,True,False,False,0,United States,California,San Gabriel,91776,34.089927,-118.095645,38041,Q3,False,0,8,None,True,43.98,True,True,Fiber Optic,27,False,False,True,False,True,True,False,True,Month-to-Month,False,Bank Withdrawal,101.35,780.5,0.0,0,351.84,1132.34,3,Churned,True,68,5546,Attitude,Attitude of support person
1400-MMYXY,Male,71,False,True,True,False,0,United States,California,Alhambra,91801,34.090925,-118.128164,54382,Q3,True,1,3,None,True,41.3,True,True,Fiber Optic,2,False,True,True,False,True,True,False,True,Month-to-Month,True,Bank Withdrawal,105.9,334.65,0.0,0,123.89999999999999,458.54999999999995,2,Churned,True,71,2715,Attitude,Attitude of service provider
7142-HVGBG,Male,73,False,True,True,False,0,United States,California,Mount Laguna,91948,32.830852,-116.444601,81,Q3,True,1,43,Offer B,True,17.43,True,True,Fiber Optic,26,False,True,True,False,True,True,False,True,Month-to-Month,True,Bank Withdrawal,103.0,4414.3,0.0,0,749.49,5163.79,1,Churned,True,91,2505,Competitor,Competitor had better devices
1564-NTYXF,Female,79,False,True,False,False,0,United States,California,San Marcos,92078,33.119028,-117.166036,6760,Q3,False,0,13,None,True,4.45,True,True,Fiber Optic,25,False,False,False,False,False,True,False,True,Month-to-Month,True,Bank Withdrawal,82.0,1127.2,0.0,0,57.85,1185.05,2,Churned,True,91,3363,Attitude,Attitude of support person
